_lab_Sample Name,_lab_country,_lab_city,_lab_street,Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Feature 08,Feature 09,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Sample 201,3,23,1,2653.644318,2729.873927,8129.432423,24459.91539,276.9671894,108.9107274,12.57856864,5686.948663,771.2412309,715.6015798,205.701147,2211.932196,119.1290747,11957.76907,31.60696328,298.0527617,794.2243967,194.2022022,35.37873842,8.884959665,8.314534422,221.1855794,251.5040183,512.1259259,9495.702387,12.69033889,420.7091399,10.61908086,127.2760178,503840.0818,6.687415947,631188.7343,186.3938742,41.70963562,15.26587418,4.275821096,5.076013078
Sample 202,3,23,2,2666.711943,2584.270294,7647.710832,23936.83933,243.6050688,108.9977987,12.80600895,5463.122624,714.5757071,700.5131527,215.0955745,2007.106873,108.4413466,10922.63894,27.89117391,259.7600447,796.5730611,176.6715116,39.2588761,8.051663921,8.288400505,216.6537404,242.1410324,491.2171862,9233.007367,12.23355897,420.13193,10.89394076,159.5514716,612809.5888,9.216296978,355073.6519,172.6425231,34.45818049,13.9143135,4.664320069,5.2970461
Sample 203,3,23,2,2900.478247,2924.208461,8308.223962,23828.96067,264.6547755,136.7740848,14.23155814,5716.457127,765.5079353,678.2825178,212.858163,1845.73215,116.6270393,12032.89315,29.03066902,308.3369774,842.2636435,193.8003276,38.39034682,8.579864353,8.07429594,219.6567905,241.7938255,490.7938744,9134.455472,12.20802943,420.4252047,10.2090533,127.6665667,819422.2422,6.940935034,997003.2716,158.5191283,33.47348953,15.70266925,4.357141837,4.748010819
Sample 204,3,23,2,2433.532826,2892.06498,8331.772495,24467.59382,276.1744197,131.116065,15.56843837,5773.284459,777.6788992,736.9467335,218.1328544,2163.970523,114.6347398,11862.06069,32.01367514,285.4413357,830.3260548,189.0145864,37.66068258,8.582865343,8.753401658,222.2437386,241.2319395,493.7080814,9831.55459,12.15730071,420.6614467,10.25829775,127.5000981,531889.1695,7.089501257,224171.499,154.6507714,38.24993475,15.21853403,4.053165254,4.612330487
Sample 205,3,23,3,2530.017394,2657.140312,7819.645273,24175.184,251.0211729,106.7913539,15.92995304,5510.402399,752.1465514,698.299089,191.9167608,2235.608886,126.712564,11277.17577,37.57670496,278.0238306,784.5911037,191.163166,36.00029141,7.811889934,7.847858546,215.2482717,240.564513,480.0856342,9354.857533,12.81669793,420.3223831,10.00412488,127.4441385,202075.0965,7.851030218,652451.073,187.140292,38.94545465,14.8104587,3.849389808,4.830216847
Sample 206,3,23,3,2673.939002,2824.417029,8076.178982,24428.50783,267.5967361,119.4011691,17.55490357,5646.744641,771.8494685,704.9110289,214.1460416,1935.719666,121.7818237,11832.41633,30.38790927,289.375638,823.4503525,194.7675118,36.95048329,7.676202813,7.797263673,221.4902275,251.8325464,483.8486024,9782.621263,13.27728,420.5974368,10.09045269,127.3255825,453893.4657,7.228836025,604990.6419,180.4963603,38.75679114,15.12194571,3.987571018,5.342666707
Sample 207,3,23,3,2580.542609,3066.705976,8736.338956,25098.11978,280.7389059,132.0734994,19.0560712,5907.162315,824.3712849,729.5101283,225.8097891,2124.302752,123.5936977,12192.73979,27.36686486,280.5138149,850.9484495,204.2542138,37.14788577,8.417095479,7.831314806,217.4447566,241.8928085,530.5530308,8372.989802,12.53601471,420.2106472,10.59582002,127.5659237,427910.9198,6.411409434,387245.4315,213.4491827,34.7052448,15.23704071,3.955606766,5.07461169
Sample 208,humus,24,1,2996.88349,1483.697933,4536.210146,19444.11649,483.2008247,955.3380848,95.09748748,2690.268447,1600.489126,435.9452619,123.7452337,1128.459022,71.52453104,3012.892955,23.69017818,140.7459827,835.4095179,224.8347404,19.69566284,4.912428489,6.110175859,64.57198398,106.6377917,120.538602,7069.531479,7.210018571,420.1896182,10.29931273,127.0152227,966052.7496,6.859204469,142187.1593,116.8156602,51.76548914,12.03080759,4.607751414,3.898364016
Sample 209,humus,24,1,2830.289142,1485.582071,4399.843486,18174.63061,519.5758031,1078.35948,97.43061407,2582.399067,1987.849894,423.6887859,123.3371433,1494.048029,91.0419926,3697.025853,21.96610119,143.2545035,1019.228364,305.3343302,20.23913699,5.130669944,7.934113527,67.90760599,114.2419712,132.2169406,6381.414019,7.555914314,420.2083156,10.7754338,127.5528335,620055.0541,6.378478759,25134.98571,139.904497,38.86097518,14.4598388,4.559573342,4.447708719
Sample 210,humus,24,1,2953.587045,1535.355709,4508.573031,18790.07093,536.5912175,1120.090478,98.92452691,2476.385545,1917.997041,398.947417,123.584325,1503.385352,81.73663433,3440.637563,23.55001539,142.5735311,956.3085444,262.6873266,19.69664823,5.425270518,7.288037544,63.34565529,105.823009,125.2223999,7002.775298,7.439954583,420.7133454,10.64238993,127.9358242,695389.9519,7.129945941,421112.2538,136.9362874,44.15105607,13.7186582,4.654718775,4.34909103
Sample 211,humus,24,2,2776.541076,1527.642041,4739.962257,19490.12125,501.7224621,968.3881204,102.3504858,2832.237853,1528.004393,527.377561,123.4689521,1413.361716,69.82806364,3046.924087,26.64632757,145.5358836,686.1052967,221.465909,20.37820064,4.922284898,5.949685367,68.07715791,112.76774,113.8340386,9359.7781,8.127608731,420.2526964,10.17954654,127.4817723,720164.612,6.648164445,184100.2894,117.6566871,55.94100277,11.80933796,4.619138642,3.827885232
Sample 212,humus,24,2,2546.63458,1425.16646,4392.768201,21090.59535,474.7626358,936.257799,85.96239143,2602.74767,1414.542607,424.1990512,123.087265,1131.287584,64.86878766,2650.764567,28.45083531,119.2948892,649.6433303,187.7206746,19.88070501,4.824269897,6.170206931,63.75052792,100.3641767,104.5274237,7531.784512,7.962986816,420.270015,10.28334014,127.3284757,346895.1903,6.568840675,725775.2675,110.3910961,45.32940703,11.12871165,4.540873584,3.807860383
Sample 213,humus,24,2,1783.470923,1307.370959,4009.724188,23136.50843,443.9563447,846.6066565,75.4975519,2252.653577,1297.861348,291.4982999,123.8287174,903.8167127,56.64394058,2437.524437,24.78221457,105.6028722,631.9892316,179.1137356,19.92185364,4.943272449,6.409954659,58.93442533,95.14471449,90.49896878,5268.234774,7.579387103,420.4817574,10.13585484,127.8030817,516990.4205,6.600770905,370362.6865,93.49107951,38.67209727,10.10357277,3.828910167,4.335409497
Sample 214,humus,25,1,2986.563821,1671.57371,4559.38795,21367.54056,245.5729714,452.6343136,60.37734413,3440.159601,2563.909139,277.7070439,123.6859447,1725.450528,92.08226921,4889.254481,27.89383369,177.5813874,389.3389,141.8472272,20.62525967,5.365375415,7.853599456,121.9006607,228.9847802,217.5711744,2545.392603,7.885956276,420.2206737,10.56349551,127.1434656,556694.632,6.475717157,841560.0875,121.2417772,38.79235329,13.89172446,3.81335508,4.325399551
Sample 215,humus,25,1,2663.844309,1992.552078,5179.834616,20751.71832,277.1830554,560.6956909,71.13051122,3553.221653,2556.845351,325.4610511,123.2673251,1110.806633,100.631233,5827.169798,25.52874259,178.2874749,434.295502,145.0409824,19.84855722,5.739237661,7.950725267,121.8729378,251.9948652,191.6493587,3073.602763,7.898872673,420.3546642,10.14425621,127.0786228,156495.2191,6.527185416,734229.6912,147.3627087,34.61785082,14.52434091,4.316469767,4.310472603
Sample 216,humus,25,1,3126.528098,2128.431201,5698.098388,19866.85591,314.6096786,669.6279042,85.48653446,3783.939274,2787.878873,394.8194711,123.9694836,1398.790173,115.7813656,5912.672727,35.79380209,206.2744085,545.0062262,160.4488961,20.46512326,5.728651996,8.925531603,130.6432503,253.1351207,182.6009959,3094.412046,7.790398235,420.637734,10.85605342,127.4454079,562056.0456,7.166718894,571025.8728,178.0249443,39.36099555,15.39327547,4.456752608,3.85345463
Sample 217,humus,25,2,2123.225922,1906.478662,5000.330894,18190.45536,316.9556569,654.4503882,105.3380052,3343.482305,2767.746182,312.4828329,123.1837742,1515.282958,101.9165289,5507.618653,29.39077854,188.619988,524.1923783,154.4783754,19.70670932,5.936784458,8.899849848,119.1803074,223.5335557,143.7991369,2402.601606,8.162055535,420.7497543,10.03040843,127.4655103,694803.2891,7.078437598,176855.0576,131.3086123,29.37272853,14.7031019,3.738968276,4.488765131
Sample 218,humus,25,2,2673.170708,2120.987842,5493.478269,17674.81785,360.0883617,781.2236179,124.5565687,3696.873329,2848.117489,387.7503953,127.6999409,1341.068309,123.4474733,6187.006846,20.04489057,206.3320067,563.2361675,176.0588276,20.6424927,6.414998936,9.802144222,123.3727124,240.8546826,173.4754193,2818.561351,7.981345653,420.4924214,10.85032386,127.7366786,426455.5357,7.077187871,957384.0226,171.7549702,27.68033462,16.40005724,3.911186107,4.280412742
Sample 219,humus,25,2,2623.227664,2225.813405,5966.485652,16860.10008,370.1301351,817.9497064,125.7646408,3849.887724,3066.509022,446.2163707,150.2111849,1458.054931,131.2266786,6752.740226,33.66445815,249.2071375,682.9601411,204.2239533,21.30042579,6.25614878,11.01803748,126.7402808,253.465644,185.1196039,2459.401396,7.738427479,420.6173888,10.23280049,127.6990372,836270.4207,6.599275653,265322.0362,186.5076049,36.67208327,17.06684033,3.677373819,4.598888656
Sample 220,3,26,1,2386.769032,3522.360441,10620.22778,21290.82952,185.7525694,81.63349756,9.567661582,6793.095945,756.1688318,883.1146684,336.4364892,2325.637523,263.0798163,16212.99174,40.2335443,559.9161321,1069.400695,218.3679816,50.60032353,8.552505988,7.312803645,333.9065268,280.5339402,677.4969929,7202.384308,17.39413825,420.3194531,10.75493647,127.5330903,731387.0662,6.446751659,924580.8952,298.2673666,43.62427464,15.73740102,3.899208075,7.028082826
Sample 221,3,26,1,2649.977769,3414.934405,10266.13755,21544.16192,187.8338322,85.65482892,8.880400431,6709.726832,749.6311115,853.2124099,341.1950553,2454.424286,256.0650972,15622.12818,38.19809976,580.1766705,1051.651275,211.1285294,48.4552089,8.80516282,6.469843931,329.7047842,276.9898341,674.6491449,7121.820143,17.98600869,420.3024991,10.05639043,127.2063232,360031.0421,6.382314046,223770.4047,326.2906032,48.44312689,15.2904557,3.921521546,6.549203165
Sample 222,3,26,1,2743.92338,3407.484398,10291.39,21513.02486,184.854923,89.77200731,7.31131742,6697.152842,754.7280109,861.4162273,354.5053793,2430.905531,250.6996924,15832.36058,41.25962363,574.381849,1072.831949,217.515231,53.27404447,8.492171259,7.110079726,334.3066438,277.8830654,680.0866794,7305.893345,17.45749513,420.1417895,10.7076464,127.1569672,454212.3719,6.609452911,373563.8076,304.7984182,51.66008049,16.1395427,4.578854629,6.646692201
Sample 223,3,26,2,2603.430207,3494.858939,10453.59402,21405.97913,195.7568327,83.43757126,8.599605286,6767.104812,741.9694844,842.0114275,305.1805483,2502.417321,275.0127565,15762.19107,47.01516318,560.3352889,1147.830653,213.6733635,51.64535244,8.367693608,6.64446092,334.9010118,275.6750098,686.9582992,7176.881251,17.46350687,420.8443424,10.18412115,127.4022395,386389.8986,6.990692995,87500.34958,331.2650202,40.52648925,16.36216799,4.034213239,6.27047387
Sample 224,3,26,2,2729.851483,3389.785559,10268.58416,21652.29871,187.5713331,87.50263414,8.85906782,6733.195696,753.5837373,856.8424493,345.5223329,2694.154058,269.3928464,15862.7144,37.35319494,550.646564,1019.275233,213.4678002,52.87442463,8.630430307,6.837983231,334.3768801,277.2279577,665.4850616,7211.409377,17.13079827,420.2881543,10.99460256,127.4375759,775554.6423,6.96003432,640116.5482,330.9885589,49.4528697,15.85423318,3.70470069,6.98493591
Sample 225,3,26,2,2707.238214,3437.013377,10361.71357,21875.50996,188.7177223,88.29410052,7.486051067,6773.895118,741.8878629,862.3169909,343.2961718,2418.539999,251.60184,15697.17787,36.84363192,576.8320684,1081.467641,208.4814614,48.89732919,8.610049482,7.001548047,333.8924103,279.6406132,672.4774168,7195.693725,18.35677339,420.9088323,10.5166997,127.9750635,734271.1057,6.907441351,180616.8878,310.7569071,51.42002475,15.39541429,4.317498983,6.510084765
Sample 226,2,27,1,1710.646415,707.4276025,2896.618337,18697.67232,210.772323,1049.687418,129.5781809,2064.350967,215.3825695,314.4455421,123.4627819,1065.937091,23.738571,2800.986849,32.69467278,171.8748404,979.7399068,185.8250735,19.71984422,6.496437432,11.77550356,51.01628255,67.73397033,95.01339852,4718.594466,8.002849335,420.1132092,10.53815101,127.9267442,430277.8451,6.533691677,45051.10747,93.90063847,44.87434266,44.60929841,4.48303353,3.812342984
Sample 227,2,27,1,2583.43887,821.6485895,3131.343288,17898.06571,223.4483893,1189.246185,144.7131834,1825.656846,240.7714529,290.5937473,123.9252324,840.6609551,24.39028494,3008.016999,30.59101883,183.1601425,1036.577062,191.2841892,20.42617988,7.618886044,10.67360049,49.78441571,64.8711733,100.1899854,4554.87247,8.003117691,420.6138606,10.271514,127.3080642,693752.5741,6.742707377,723173.4792,93.95149554,33.9506278,42.18709354,3.750417075,3.710621818
Sample 228,2,27,1,2039.777786,688.8839313,2918.602694,18021.27478,204.9817984,1102.21791,134.5186302,1973.323715,243.5678831,341.4908706,123.2158891,1017.394657,27.00848095,3253.539796,31.44722677,221.7030636,1294.646035,224.3137637,20.52557063,7.449064184,11.87352049,49.41031065,72.00753499,91.10786199,4603.933002,8.07663686,420.2839041,10.37825698,127.8625826,945213.4872,6.617647054,347437.6456,93.90004682,48.97750147,46.66334877,3.678147714,4.47549712
Sample 229,2,27,2,2076.591398,656.2808895,2811.124774,19690.60971,188.7864826,978.6108274,125.8345591,2098.700358,191.7415025,287.1684417,123.0010089,756.2589905,20.86689917,2439.804331,32.62343984,161.0649413,812.1278195,158.8291016,20.14838986,6.291882218,10.06080759,49.8836443,63.45087326,104.9589226,4179.856217,7.287474068,420.508132,10.51214657,127.5602273,784232.5982,7.167416038,660616.8245,93.00653693,36.55200488,36.41852678,4.032281989,4.507390415
Sample 230,2,27,2,2140.075387,707.6891417,2888.397252,16575.25789,220.4272903,1191.716512,144.5373063,1958.424253,262.4478727,320.6077929,123.9066062,1002.847912,27.81014701,3376.359792,24.55385832,203.0240719,1159.688205,213.0486204,19.74176316,7.995378565,11.48163153,48.4543903,65.18132211,92.91397129,4341.001724,7.867913625,420.5388751,10.51541855,146.1441623,705571.8581,7.090685014,383868.6011,93.0419322,38.68462047,43.99985763,4.079432109,3.896183697
Sample 231,2,27,2,1243.594896,650.8013061,2619.979811,17975.1885,203.1123229,1064.748104,129.5738419,1717.823317,222.8096389,263.2027013,123.6800419,744.9450561,25.62373,3402.066253,34.67694399,219.9718856,1324.637342,226.4762908,19.75738789,8.513376698,12.29118974,49.87431587,66.12766965,105.1661673,4212.508252,7.702421973,420.0521505,10.46893368,127.8422796,109334.2395,7.199241221,627346.5024,93.87089218,45.23828632,47.27645499,4.082687657,4.414505713
Sample 232,2,27,3,1953.262212,715.0455338,3040.166485,18306.03461,206.8439995,1080.237431,128.3805082,2081.916838,224.2443313,330.0788547,123.5149518,1041.377,24.9780843,2779.754113,27.0749052,172.6010745,913.539659,178.4484907,19.8668825,6.585200908,11.12125744,50.30266235,70.45732118,100.084389,4955.659215,7.535562041,420.4370825,10.15416716,127.7879709,389930.6572,6.750268003,21649.81463,93.44440058,44.90210074,41.50762221,4.130042682,3.948613604
Sample 233,2,27,3,2260.26951,760.8329363,3149.731616,17551.83539,224.8628716,1184.979469,143.0415962,2068.416603,246.9741179,293.1081177,123.5220689,993.0672802,25.12796738,2886.519515,32.14240361,181.6360052,958.6207303,184.7036769,20.44495336,6.967485979,10.39977114,49.49140819,65.49184284,108.8624681,5286.246052,7.788561469,420.2187296,10.21512608,127.5363712,590904.7304,7.075846851,910569.9885,93.44254053,40.56996133,39.75535205,4.132673179,4.00491818
Sample 234,2,27,3,2460.377882,732.9670682,2951.749822,19605.88927,214.137185,1127.835552,139.9167994,1834.993488,234.7445963,279.1444444,123.1029186,795.1815818,26.38510782,3349.085904,39.79696346,230.3315783,1307.217547,252.4371033,20.07394623,8.627314657,13.21889414,49.02649108,65.2594604,83.6784592,4534.931073,7.551932587,420.918339,10.64517282,127.0018304,459380.048,6.403268821,800558.6563,93.33059862,50.76281098,51.55983628,4.214825199,3.995872845
Sample 235,2,28,1,2803.221747,769.3981984,3645.168554,20882.34689,216.9832946,736.8173833,102.2824137,2785.718972,430.5409291,377.2393493,123.9968805,921.5757476,31.34835638,2761.190733,21.96240473,136.3377526,367.7782291,130.3272957,20.49370831,5.950716699,8.968637663,66.49717965,94.34604102,141.3382634,7197.821948,7.406717653,420.6914531,10.60613917,127.3701525,50339.98674,7.291787275,745847.4843,93.93967311,49.47174128,18.59124842,4.199357588,3.733301072
Sample 236,2,28,1,1003.117418,845.7752282,3447.989127,17805.36535,283.5044787,1150.388391,258.5538315,2499.890164,790.8086125,369.0624319,123.3589688,1191.185885,38.73076029,4010.503441,30.47987726,185.8070873,701.0655152,236.6194344,19.81463463,7.329022062,10.76243304,62.40721425,100.5263053,151.0804822,5065.356499,7.462154546,420.1159253,10.18234512,127.4361208,228687.584,7.02052408,813112.8136,108.7128413,47.05946931,24.89499521,4.174359221,3.74382012
Sample 237,2,28,1,2919.963343,784.8422066,3716.552262,21652.4413,218.4651525,784.2331677,110.4408738,2842.378692,473.453371,373.3142381,123.6252426,1158.291448,29.76388811,3055.550915,26.99162206,149.0854746,497.3358133,173.1837465,20.39958143,5.854264018,9.396264162,64.24928881,97.8287861,138.7427205,6386.1742,7.298649303,420.3596228,10.86769146,127.6332025,834189.0611,6.593363798,383306.3186,93.93890702,48.99439438,20.62546867,4.447757995,4.161498296
Sample 238,2,28,2,2669.985445,817.0590325,3598.645796,20782.51559,217.3208209,763.1115958,105.7934743,2768.154577,432.4981176,365.4467741,123.3933665,984.4616641,31.26831749,2840.556096,23.21442485,129.5514986,394.8264811,142.5208768,19.81655841,6.193033764,9.12545356,66.52621456,96.99455096,134.4554074,6201.779809,7.35006319,420.3060557,10.5277181,127.1467774,15644.6927,7.06895911,617279.2323,93.53095594,42.64626332,19.61303703,3.956631815,4.042763336
Sample 239,2,28,2,2226.7575,805.3540999,3436.549309,19090.51805,250.6590476,951.4617351,137.8458201,2335.950934,647.5154938,325.9412111,123.0076624,1485.346977,32.19119829,3572.835197,29.26265742,160.2068056,545.00516,195.891678,20.50509701,6.962994866,9.671006329,59.89691518,93.35875692,137.0407393,5118.980087,7.521019344,420.3022481,10.97453763,127.565367,863710.8651,6.811951728,575494.8597,93.02180298,48.97633312,23.19079708,4.217168548,4.083253315
Sample 240,2,28,2,2206.841192,833.0978792,3796.330424,19075.50062,242.5702131,877.122813,127.7408567,2680.880444,592.280281,343.4391418,123.5452849,1023.318166,34.27211546,3694.630905,33.02809612,171.9927499,638.3695844,200.1545606,20.21203362,7.143996716,10.68221605,66.87367593,102.1290471,123.4278837,6138.062841,7.794389455,420.5614455,10.28548482,127.4031169,78069.05303,7.204708262,530051.7048,93.82039108,42.20168465,23.0111555,4.241331997,4.286351844
Sample 241,2,28,3,2713.085516,794.6960266,3549.952805,20682.41655,221.03557,752.188002,105.0744563,2777.645659,432.4604676,458.1824925,123.5091104,1053.459915,29.73421741,2885.891978,23.74185187,128.4900814,400.764651,127.3308028,20.6278348,5.246571258,8.335752352,68.0926836,97.03675421,141.044623,7202.688245,7.353738062,420.796099,10.949081,127.0539818,669042.5901,6.655885997,275069.7558,93.28749606,44.213288,18.24618955,3.870558175,4.330196195
Sample 242,2,28,3,1703.262482,787.5542395,3093.027303,18605.50073,244.5421383,950.3896893,166.4077855,2112.047309,834.2289055,272.0264645,123.2467789,993.2358949,32.94323378,3761.173397,34.12574626,190.0268106,839.0644476,309.7994529,19.74216193,6.747734612,11.01151548,57.94815189,98.57461063,123.3908256,4315.998423,7.262625599,420.4699487,10.60760531,127.1359847,500211.3243,6.894356619,248628.9597,93.86737967,46.36131466,24.50012246,4.221903639,4.302175781
Sample 243,2,28,3,1860.467681,762.6771075,3191.75651,20351.80318,222.9737049,814.6439001,120.3576465,2300.437046,570.1146097,284.1812752,123.0453953,891.027752,29.56932395,3309.185267,27.66615037,168.0540577,553.7147551,207.9253196,20.60050006,6.424315526,9.674764091,60.87597287,96.05540955,122.6511507,4941.199032,7.20778223,420.7911705,10.77648781,127.3905097,217993.7988,6.57918337,451638.7705,93.86021081,36.11863051,22.82971832,3.880782691,4.006868305
Sample 244,2,29,1,2256.362554,749.9128081,5429.747234,21798.54828,190.6389722,532.7305628,109.6685653,3346.710845,150.1910403,727.323017,123.8417297,1800.658453,36.99338247,4698.695745,20.87134488,141.9938421,236.2857158,50.12673911,20.02609075,5.540769681,12.94574292,87.09331915,80.97464945,187.2964258,8377.587751,7.974260128,420.418769,10.06348196,127.4575556,571615.7254,6.467821742,227712.826,111.8506324,61.86060281,13.18900364,4.215823389,5.011421909
Sample 245,2,29,1,3053.928854,720.330829,5138.159012,21659.54451,175.143698,531.394794,101.9690468,3119.929527,132.8546883,650.9799687,123.0482499,1452.158804,33.87473159,5077.799831,29.44472834,157.5410063,331.6955447,64.54872728,19.73359706,6.033038897,14.98843673,88.70668041,83.85994527,189.5721424,9357.638112,7.882045019,420.7395298,10.59115702,127.3319111,122189.1509,6.570944846,804449.5836,106.9572385,59.62890011,16.71611708,3.736436497,4.528838934
Sample 246,2,29,1,2443.730331,781.8984861,5036.694743,22536.35014,191.3600989,593.6464098,120.2941942,3117.907952,123.6261464,580.5285358,123.3163205,1116.802663,34.47235959,4842.660605,25.42725156,149.5832842,316.6953661,53.71466869,20.63260016,5.74070529,13.9483223,95.1027591,80.63372479,178.7134538,7954.11133,7.320503155,420.3575232,10.89975753,127.8573327,671166.233,6.697006265,986104.2419,93.85002443,53.4354167,13.3881243,4.527114181,4.386577046
Sample 247,2,29,2,2700.155276,783.3681552,5455.306067,21766.9981,188.2352167,539.7322304,110.295879,3222.289591,141.3857763,653.2681864,123.7834194,2115.40858,32.52294028,4532.519937,21.90528267,125.6717963,230.3070821,45.98717413,20.31611957,5.721281822,12.80734123,92.15152239,86.61544401,162.3054671,7809.482843,7.919253399,420.9498221,10.50978799,127.6071558,599585.5481,7.021421845,29991.95027,93.34777835,54.98958695,13.43352098,3.875049374,4.816075604
Sample 248,2,29,2,2186.911858,767.4884179,4719.661088,21782.62788,181.7985975,581.0140931,104.908311,2848.522928,110.552563,489.1502391,123.9724001,1512.327392,35.58805848,4793.831736,20.47106225,141.3375513,265.8928846,57.58039513,20.08728349,6.322268773,14.15600922,94.6267475,83.42395174,180.6022175,7338.289571,7.361854104,420.7501466,10.53283479,127.1971183,55976.15739,6.372352846,535664.1907,93.238461,53.26571587,14.93689089,3.905298762,4.823875859
Sample 249,2,29,2,2613.237284,726.0399821,4700.171137,22682.60549,178.4852366,557.6228803,104.2756111,3024.413238,95.72231313,486.1805169,123.5864641,1137.746015,31.05095099,4474.934173,20.91046402,136.3342852,268.6071397,59.31282713,20.26310739,6.239361663,13.51134194,103.7863253,91.9616845,141.7366004,6068.272048,7.32016015,420.0195775,10.79857564,127.1435211,56343.01854,7.022067318,87077.2199,93.05093781,45.06379646,16.33304427,4.047251882,4.560079167
Sample 250,2,29,3,2176.792182,814.2069174,5191.739072,23113.13111,181.8928107,507.7310954,106.0782004,3086.217792,119.3340117,569.6784919,123.7780438,1074.746352,31.66628563,4157.746477,20.32797977,116.4250622,202.4258192,44.42564999,20.0137551,6.029507924,12.68751503,88.25192619,78.07395922,171.0121232,7080.270098,7.881152106,420.7551671,10.65509598,127.76738,152500.637,6.594151015,802091.4406,93.1349585,51.99033586,12.42805708,3.954033058,4.153695678
Sample 251,2,29,3,2387.296422,680.9994916,4475.287508,23113.43504,172.5502586,511.027434,97.24042519,2944.191887,101.2113537,465.4556885,123.7276974,1104.173955,32.02541749,5297.511206,28.79110354,168.6686466,400.5702089,70.28321982,20.55095996,6.920465704,14.98414688,103.5785592,83.39522647,199.3844899,7053.176343,7.344826656,420.9118011,10.46305783,127.6527231,19621.06677,7.189922662,989144.9097,93.57813338,53.64420376,17.67589302,4.417189796,4.596921317
Sample 252,2,29,3,2866.880139,781.5378493,5076.031923,23351.55305,177.5536765,525.224992,100.8228401,3223.527675,124.4597835,599.6340572,123.6509868,1656.117545,34.75539011,4201.240318,26.61744798,140.7801593,283.7023405,49.2894018,19.70450796,5.006514168,12.65518204,86.11448606,79.0343873,153.0295507,7404.969594,7.257827752,420.3477539,10.55731705,127.3422799,435175.5457,6.8794476,66946.2584,93.90436943,58.31370606,13.09682858,3.985605638,4.805632647
Sample 253,2,30,1,3116.854469,2164.414523,6164.690202,19744.38386,504.1507052,721.1074158,84.78518125,4533.283939,996.1257362,536.2865185,320.464615,2148.174038,112.7287534,12452.25417,25.31234685,349.4126925,2009.36144,461.9308759,27.15342543,10.76618864,20.40745685,194.2933401,207.0194918,228.4054939,3800.851671,7.634942003,420.0712852,10.74303364,127.056611,832221.4753,6.793832044,939398.3619,196.3711664,34.35735845,79.92376613,3.774036342,5.185411206
Sample 254,2,30,1,3139.898261,2044.46484,6158.329321,21774.54944,464.8056978,640.3383664,81.69913408,4313.615393,853.0327076,448.87739,233.9387798,1776.627409,97.93278667,10887.84558,26.03181368,292.4717516,1604.183657,380.3888537,25.0400489,9.521301593,17.07880977,182.1262893,196.0251085,214.7628679,3826.567441,7.214780439,420.8550886,10.51432168,127.4203616,617390.1715,6.485999273,18177.53364,164.5041431,42.25403339,69.80984772,4.472802535,5.032458092
Sample 255,2,30,1,3306.822231,1899.763957,5459.614835,22328.95788,422.3876369,581.9334348,74.96725022,4083.77949,804.3594012,396.1005723,201.5350813,1851.84189,91.34904833,9337.538154,23.93611245,273.0116632,1535.073256,379.0930157,20.54348169,6.705440459,18.68051711,185.5687659,201.823276,265.4623261,3754.928422,7.389117151,420.0943533,10.12078236,127.4608638,520129.4153,6.589121882,683838.6137,145.9224111,40.97624027,75.1984718,3.918725121,4.366060698
Sample 256,2,30,2,2880.290727,2262.318204,6032.89705,19859.94358,483.6987368,709.4941729,90.21618434,4350.621514,913.2130218,490.4466059,291.3984401,2727.510083,102.4302241,11507.91014,32.8533456,342.2015381,1865.240722,385.5595399,25.10781498,8.710954099,19.27895726,193.7433826,203.8491375,212.3388698,3071.52455,7.270862118,420.5495679,10.26808667,127.5355026,863868.2229,6.724979139,783736.4801,183.0578566,37.46659046,73.74946406,4.170571519,4.20623305
Sample 257,2,30,2,3713.679136,1919.100222,6145.044462,23090.15844,421.8953663,581.9289604,76.19009225,4520.58627,766.9223148,510.1956985,214.8704577,1803.165764,81.76444208,8772.350706,26.35050541,268.8960399,1333.820854,285.6282803,21.30443647,8.543925361,15.29136493,182.1199169,194.3345316,215.2820645,3697.321016,7.237859751,420.9155251,10.92485901,127.8284228,97697.91816,7.297939845,534137.5679,157.9555892,47.53527747,58.93950487,3.706517505,4.526743668
Sample 258,2,30,2,2993.395515,1778.678117,4999.957906,22905.75571,392.9921753,567.7601775,69.82359238,3736.718149,706.2973571,326.3692153,202.6405345,1974.714305,79.12542967,8482.935325,25.73392423,231.4927667,1292.103737,292.6028686,20.05447335,7.552194948,14.92655615,171.7158336,186.09039,175.5281965,2681.064937,7.507870208,420.5220116,10.58939731,127.9983701,908052.2032,6.852757217,885359.4509,120.0660035,31.57770078,55.08894989,4.290860421,4.695012528
Sample 259,2,30,3,3543.367437,2011.109635,6146.590609,20121.26167,483.235685,700.1088214,85.01991682,4453.162643,908.1791098,510.0304523,280.3328739,2208.907037,115.8110279,11562.92772,32.63283275,325.9044858,1900.881287,415.1277462,24.17052936,9.466325489,17.90537024,191.5886457,211.6173472,203.5999492,3589.694108,7.715735546,420.0519655,10.53922342,127.3824055,108016.6941,6.454217188,899004.8989,193.1506141,46.44659345,86.2382698,4.054108274,3.977044274
