_lab_Sample Name,_lab_country,_lab_city,_lab_street,Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Feature 08,Feature 09,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37
Sample 161,4,18,3,3063.780252,2609.666416,6269.845153,18651.86397,229.1675609,607.6998341,60.60000758,3633.133432,6919.151341,452.6524597,129.280194,1536.006611,115.2318653,6647.603543,25.58738107,237.5613033,1084.529582,215.9349987,26.63917701,7.835420695,6.37585299,144.633367,461.0245286,242.4999631,4084.083623,7.609787087,420.0536941,10.10457956,127.3223301,515367.2192,7.156499208,809203.8513,139.7623838,31.75236646,56.46765399,3.691554887,3.894971955
Sample 162,4,18,3,2700.056406,2566.583483,6287.749259,19482.54879,187.1688673,519.1073399,63.27763486,3666.779122,6633.496721,361.9202771,123.9174237,1305.597302,108.2546766,6247.84784,27.51052669,231.693358,1129.628123,209.2844674,25.61933697,7.352039136,6.723590403,145.2022146,422.3042475,208.3054356,3030.322238,7.758428445,420.7143895,10.58961222,155.0454373,657530.5421,7.436945447,748618.8718,120.1700748,22.14856899,54.40896635,4.088706781,4.277149956
Sample 163,4,19,1,3113.241691,1964.62596,4858.386237,26167.45479,147.3993295,175.593045,19.66034479,3583.508787,2622.808652,548.9036721,123.2566917,1560.659176,62.85721084,3498.004616,22.5232482,122.5720611,232.581072,62.39478556,22.26569057,4.776816312,4.853002196,121.5011767,242.1244082,238.3911733,11572.97413,7.61674616,420.1217356,10.14632063,167.064165,950915.1983,7.933837387,120187.018,119.7596116,61.1571589,7.99495244,3.731050627,4.34690104
Sample 164,4,19,1,2783.403912,1921.160945,5016.996156,24767.75635,103.9387405,210.2123247,19.62499706,3343.53049,2370.632869,309.3355649,123.8856181,843.5800064,53.25290487,3619.007911,27.67467405,117.3940739,239.0720156,73.25683534,23.18554282,5.74988319,6.142850248,121.8438662,238.8715055,220.1708936,7441.956104,7.582055539,420.9840447,10.37657572,175.5786267,722348.5143,8.135523201,525045.1648,93.37177441,33.50973543,7.827479864,3.792269323,3.901597971
Sample 165,4,19,1,2746.429788,1919.729752,5086.354534,25598.52448,124.3137444,203.6306531,21.662358,3673.859717,2463.688401,487.9648702,123.9200428,1164.909952,57.34650271,3420.419073,27.21398142,127.1467863,226.7257848,60.69420926,22.57811785,5.099285261,5.402073777,121.8219306,236.5918699,219.9733838,10349.12257,7.496334133,420.5930982,10.93635247,291.2433221,400079.7454,9.828971208,325833.6288,108.0828725,50.98062333,8.588057942,3.859084421,4.524276618
Sample 166,4,19,2,2679.79864,1656.890752,4496.971259,26221.2839,97.09699392,188.0714851,16.51359782,3281.677725,1927.63957,292.6834387,123.3000634,921.6360062,44.72816908,3085.410705,22.2209609,116.6923021,221.1905875,67.02571395,20.7271684,5.093664924,5.226849806,119.9192572,245.2660522,208.2999817,7455.002601,7.331284219,1436.669543,13.60036954,252.4606333,831871.3393,9.992424142,546449.4399,93.25630673,33.23515087,8.041314862,3.89935594,3.78197134
Sample 167,4,19,2,3237.275384,1789.232303,5053.013115,25128.71719,116.4978391,204.7647876,17.26702495,3567.139172,2226.729322,321.066457,123.0733909,963.5255613,49.8813205,3260.732366,23.84872464,121.7872474,223.9460139,63.29177216,21.40079071,4.6959528,5.604238441,120.8849044,238.2417138,215.0490686,7625.405614,7.80989827,420.4320036,10.24293414,128.4026371,134338.3417,7.345674004,398880.7524,93.97203791,38.65266,7.956754289,3.877859728,4.549181684
Sample 168,4,19,2,2443.956135,1772.769029,4643.553211,25283.08383,107.5836682,187.7710694,15.73885328,3393.531243,2363.859846,458.8477425,123.7673987,2172.259623,63.95922705,3590.151105,22.01554159,127.5431483,247.6305566,73.47428512,21.31060056,5.277093028,6.118246124,122.748822,243.3170018,207.8534728,9212.460369,7.856193732,420.9305123,10.7421194,127.3996401,60466.77194,7.242501251,415093.3866,111.3605645,45.64389708,8.335331275,4.276477647,4.055575777
Sample 169,4,19,3,2903.575209,1696.581446,4199.788028,25736.51932,98.9962692,159.6318132,19.92014299,3092.289229,2345.626955,361.5626611,123.0849522,816.0511709,48.42739885,2954.315233,24.39468636,110.6180187,200.0867625,62.83315037,21.6537991,5.630369536,5.098563594,118.1120397,239.6780329,205.611233,8326.779955,8.040995313,420.5078853,10.32663775,164.2203949,84247.05231,9.096084814,180737.7603,93.50528656,33.08500777,8.114239699,4.094527053,3.966489105
Sample 170,4,19,3,2989.726446,1677.178313,4796.413427,25729.28897,110.4027868,184.260747,15.95283253,3346.40001,2047.180591,302.0070138,123.7287641,804.7319501,43.65184647,3126.409603,21.81475829,116.5888947,238.4490826,65.49227931,21.72515853,4.942016946,5.454902004,123.0325918,241.1988088,208.400349,7743.235328,7.699817878,420.064098,10.36995938,128.6632701,163898.3183,6.633779622,255386.7405,93.19802073,32.77898193,8.372545346,4.393365059,4.41958081
Sample 171,4,19,3,2596.568113,1675.83009,4511.217732,25789.95626,97.83318878,176.4991552,15.94409592,3306.541518,2159.573307,290.8329524,123.4478896,1119.164291,48.47266428,2969.777942,25.75248264,102.5339378,223.9725985,65.29167834,22.7860027,5.64341144,4.924763439,119.8150425,238.635666,224.7561822,7547.822651,7.507198082,420.6591113,10.49279405,127.0032733,324219.9203,7.867932032,20535.77466,93.10438417,34.88262616,7.576166441,4.627964821,3.931836168
Sample 172,3,20,1,2556.686492,2741.516983,6857.792321,20144.30166,205.9621138,207.1286107,41.38442266,4723.28166,5191.163566,627.3104273,158.4512487,2088.280397,83.40716825,10682.75712,32.5430612,212.6455931,374.3937623,85.04550004,30.64520483,6.883469215,7.955606255,168.8946666,434.536633,350.9354687,6811.343391,8.869763922,2218.049172,18.90061841,138.20486,301726.7772,9.198989032,923675.6126,148.7884133,37.68547775,8.169067199,4.416883871,4.792214991
Sample 173,3,20,1,2483.821194,2906.62086,7532.975581,20659.87034,208.7713065,254.409291,49.45264679,4853.4809,4803.906052,466.6886635,194.7695019,2844.259427,75.07340155,10792.4052,28.43501225,196.3554735,352.762969,81.30434792,25.85158513,7.469330518,8.865191002,166.3967953,427.1997208,270.6912712,5385.136138,8.248765393,2620.947168,22.78756732,192.9091241,11680.99113,9.730893233,653699.889,114.06296,26.4487979,8.105083367,3.878739773,3.895901384
Sample 174,3,20,1,2593.015403,2999.862711,7675.059438,19928.56392,229.1070033,259.7530643,51.51814844,5040.35153,5027.077343,538.3209479,201.5314492,2175.547096,82.31407804,11197.7019,26.97341309,217.2810422,370.9587207,87.17461187,29.17443532,7.532386162,7.974478925,166.0960912,425.8613748,290.716285,6146.965889,8.525817131,420.7752281,10.29259307,140.8413363,539905.0938,6.571274834,932613.572,172.6537136,31.68051469,7.715791353,4.601286384,3.856385551
Sample 175,3,20,2,2506.376357,2659.484297,6636.782872,19997.95192,193.672501,199.6420567,48.74891961,4639.874925,5101.338535,509.5316485,167.6338009,2472.541268,71.21561068,10182.56546,30.87252639,209.5629004,329.3272804,78.22265356,29.32502188,7.107432924,8.422140378,165.8109882,437.7353025,298.0835437,6466.830441,8.966971085,420.5312618,10.42984361,127.6003496,95372.69263,6.967090106,163512.3685,127.2647936,29.44639734,8.165741065,4.096104197,4.494447719
Sample 176,3,20,2,1876.502323,2702.344856,6938.360454,20359.34156,196.610307,225.1081945,49.95285375,4726.941494,4572.580618,411.473194,174.614096,1878.788113,65.29290855,10617.58474,26.52090069,208.1853529,337.6598765,77.80618965,27.86393842,6.735984915,8.541692357,163.9744135,439.1695,254.0150586,5270.673621,8.967846385,420.0878942,10.47811281,166.9117225,146514.8564,7.798957197,921097.2559,107.3507621,24.05283264,9.082186067,4.53034046,3.78248078
Sample 177,3,20,2,2670.315782,2886.709405,7424.343136,20282.5527,209.1344091,231.0870307,56.34724359,4849.992843,4872.475235,489.4545397,219.4703713,1962.869606,76.36873798,10942.34491,22.2832479,218.2334923,353.232475,82.85377095,28.86289288,7.730120474,8.791493942,167.7138418,445.2962685,272.1253866,6164.839459,8.469715407,2260.500461,18.13192001,146.1665479,631141.207,9.255672231,794657.8854,110.379433,33.05699782,8.37739298,4.453053855,4.208589668
Sample 178,3,20,3,2630.398389,2752.052291,6775.176547,19674.94232,226.0663149,226.0687982,50.26986189,4573.880847,5305.80532,540.9004008,169.086326,2952.787541,80.17525771,10422.70423,32.91222171,212.9478212,340.5751259,82.40049986,28.60120163,6.941541847,8.442802372,165.9410564,458.8469459,314.320249,8156.878827,9.378776478,420.8681512,10.83622974,127.5507497,859320.4114,6.978691221,577394.1967,137.4119196,40.02973504,7.618857239,4.098021414,4.758017299
Sample 179,3,20,3,2133.647746,2994.629883,7480.255665,19721.24087,236.0991353,239.5835282,49.22528857,4839.800061,5352.530778,611.6327632,177.5140284,2385.969428,77.52516754,10657.16086,27.85915221,224.3553886,374.2798422,95.02970872,29.87201417,6.85309398,8.613204565,165.6615649,445.9527849,325.4326687,7897.278363,8.190241549,420.0562999,10.28997568,127.3380063,974221.6312,7.72086797,440035.5958,143.1597702,44.78224628,7.616182761,4.949991455,3.667042489
Sample 180,3,20,3,2073.450924,3096.531991,7818.437621,20051.51028,234.4299294,249.4120727,53.64027812,5043.102408,5302.22731,664.3042825,190.2425412,2451.180468,82.04284647,11172.00151,30.23023287,245.9194414,382.6796328,87.43150157,29.55146556,7.568277855,8.164686471,166.7148984,456.2862282,320.4887066,8331.815925,9.310663463,420.6400563,10.958075,127.9899235,570838.4275,6.837922647,257613.7367,131.7159663,40.01575384,7.612921858,4.561822977,4.06361512
Sample 181,3,21,1,2593.547009,3064.614713,7314.375993,20867.39889,242.1597829,304.4467149,22.40668463,4750.625784,3410.709485,609.8301834,177.6595479,1890.930599,97.48398253,9262.562001,20.56572949,225.7060403,404.249476,101.9810768,29.96325697,6.7407044,8.39582111,160.2135898,300.6313804,312.135084,7389.278055,8.940677943,420.8892646,10.72304833,127.1483593,996850.2146,6.963901667,751946.3939,162.5639432,37.30648527,9.718678704,4.295796414,3.776183231
Sample 182,3,21,1,2579.962987,3249.362411,7988.044853,21628.65943,256.7401303,341.5269929,24.59725565,5123.152902,3330.148633,619.3830362,166.894773,2316.045152,107.2924019,9622.546484,27.94491239,236.006074,422.206716,102.4532016,27.60290885,6.435521566,8.154447263,163.2801968,309.1160349,309.2907768,6261.567725,9.272019326,3326.747723,24.06480786,197.2912877,553541.5735,9.859849968,228669.4821,167.7682698,34.38269073,9.767736607,3.995623632,4.419668121
Sample 183,3,21,1,2580.411359,3374.049533,8506.70434,21467.08766,271.4592483,384.2519034,26.24391351,5213.152538,3052.658116,533.3852003,179.9503684,2070.240646,100.9969583,9387.550828,28.59268163,216.7750424,421.5891252,100.1005596,28.93238441,6.596313584,8.156088489,156.9349823,289.450855,272.6879316,5857.366911,8.565845797,420.6667195,10.52324984,127.78718,515458.4548,7.013293855,64187.08739,164.435443,28.03320408,9.17112267,4.350337857,4.370376421
Sample 184,3,21,2,3123.188955,2819.48957,6351.729513,20951.70468,232.3290412,276.6754968,20.7602056,4589.822219,3461.633983,660.0406365,123.6942862,2022.008855,94.23021434,8617.694537,26.21660386,229.1427713,383.378559,95.14057155,29.97665645,6.290125375,8.212015454,160.1273451,313.6596749,302.2398359,7972.873755,10.08730306,420.4544607,10.0527687,127.524301,330682.066,7.563366862,767329.5108,156.3377943,38.97627813,9.183434891,4.688503431,4.223007727
Sample 185,3,21,2,2377.020109,2621.69251,6431.224277,21405.46185,222.723462,282.8612371,19.29746954,4743.089569,3349.229306,598.8688138,123.2068065,2181.671594,95.38131082,8852.927494,28.7003435,227.5742593,391.6537277,98.14514516,29.89063097,6.074777316,7.691303897,163.2068865,318.5983096,323.353565,8434.93663,10.4414381,420.4468789,10.96001536,150.578839,430001.7984,7.103571518,671202.1854,171.8857852,42.05046833,9.850487829,4.110675559,4.470412115
Sample 186,3,21,2,2959.850178,2771.623084,7091.269055,21313.95642,227.8123863,326.6057719,21.82609598,5003.454425,3117.182228,535.9452223,191.5547623,1629.904813,98.37704764,9117.94421,34.29367048,218.1856584,419.1785461,98.69143003,28.71152262,6.497613852,8.348184764,160.7689881,299.6234205,283.9665325,6564.982692,8.866987431,420.017031,10.67220804,127.2634517,491806.2536,7.045383669,715212.5148,166.8312491,32.43301079,9.252109088,4.006311333,3.757661721
Sample 187,3,21,3,3076.701818,2879.205494,6526.673031,20713.93566,232.4178568,265.9207971,26.80112108,4603.668896,3821.166353,712.5791041,123.8792785,2634.572416,91.76464207,8432.903263,26.59717501,221.2569463,407.2107845,96.70352859,28.24576506,6.15904296,7.470621586,158.3824687,314.4732991,320.8812499,7784.638824,9.157165955,420.8614177,10.06546676,127.9985897,71037.08391,6.887261292,642060.8284,165.7998517,45.10401169,9.398768367,3.667063773,4.689321657
Sample 188,3,21,3,2456.958952,3036.646515,7841.477492,21667.66487,255.9965808,366.273592,28.51096169,5177.164635,3353.149607,543.8344617,197.1578577,1815.155461,96.11483553,9382.604106,25.65950917,228.8748249,415.8979529,100.9340784,30.00951245,5.955174943,8.374393515,155.6607863,338.6187858,270.2016856,6146.672068,7.740713034,420.9378221,10.97913614,127.7105406,887739.2155,7.22414952,419048.2936,181.2310747,32.45894424,9.014714164,4.742623186,4.223219974
Sample 189,3,21,3,2717.113561,3224.189072,8079.95705,21859.88211,256.9571292,379.2988154,29.62426883,4997.123568,3103.202747,510.5629588,178.9523341,1752.502367,95.13160324,9307.92621,26.64308996,217.1080969,419.3157232,100.5941748,30.26129431,6.249953328,8.590293352,153.3010886,317.4489298,265.5337975,6045.480516,7.830909836,420.4787741,10.29484503,127.2180903,64633.59105,6.91912707,390762.0822,162.1374195,30.29551979,9.746457802,4.294207124,4.034921522
Sample 190,3,22,1,3356.414459,2576.542652,7186.236445,23151.63735,184.7358877,298.2039691,41.08738289,5280.379378,964.9549589,679.5340138,248.6949008,2040.567733,92.08245636,12972.11695,29.45763172,369.0394258,751.5009835,173.9930908,42.62815292,7.98007894,15.7416814,222.7268621,249.8743153,502.3675854,7834.802174,12.21198838,420.5698315,10.94990885,130.1216127,436184.9557,6.864879276,816140.1029,174.5674399,37.83307845,13.44985597,4.486229298,4.797589356
Sample 191,3,22,1,3067.262719,2362.135198,6851.177124,23844.1296,158.8953906,259.8816109,33.07168959,5210.139264,846.4159083,615.6796143,218.6418442,1959.188272,88.18651501,11297.3408,28.75964753,312.3612852,682.5358246,157.938731,39.49757673,7.22709913,14.48764315,216.214641,250.5937363,440.767843,7188.494525,11.83247463,420.9927956,10.17341987,137.0410682,826629.5066,7.610706849,317427.8637,148.8160637,33.3370408,13.24884886,4.415383003,4.506357329
Sample 192,3,22,1,2927.109046,2666.781867,7391.829643,21820.8811,170.3314062,331.567685,44.05503332,5310.375255,1007.057514,638.3936661,289.1308567,2535.324196,100.0662566,13792.03673,28.69945932,369.4229065,809.2583168,191.1726432,45.09443897,7.814829916,17.50154178,230.0268196,253.2369623,481.6403819,7618.559814,12.40938655,420.4041346,10.0009046,193.2766813,394534.6842,8.040840005,814539.7729,180.1255146,35.25573913,15.1588938,4.350230968,5.485365543
Sample 193,3,22,2,3073.486792,2417.038597,7023.433588,24197.61658,165.0578545,237.387861,30.6147835,5200.624726,801.7256923,752.2927137,153.5891539,2415.716037,77.01801334,10412.53837,25.42699475,299.7104994,598.4186465,142.4532704,39.56779207,7.156123839,14.01267638,213.9876143,249.1368957,482.3612772,8143.163475,12.41418272,420.2198413,10.87845544,127.7879682,613474.8817,6.661374692,789073.5149,175.2293784,41.63891419,12.57408379,3.916734914,4.734320685
Sample 194,3,22,2,2520.102525,2887.195163,8013.601145,23513.31642,204.7036989,328.0929493,43.18674147,5603.505776,938.9711107,735.8807995,208.3536398,2343.552929,92.3067494,12227.73723,31.81371436,337.5416167,689.128328,163.3093756,44.27970513,7.876816227,15.24185315,223.8180755,254.2625225,496.1235513,7669.887852,13.60579437,420.8664966,10.85053675,127.4145019,818640.7351,6.942543611,852263.8903,164.5841767,35.02429133,13.69950155,4.643593247,5.056531369
Sample 195,3,22,2,3120.11345,3211.999116,8667.774556,22667.54577,201.4938758,371.1487986,47.73577286,5756.638386,968.6975957,686.0038735,295.4289021,2298.142282,95.11626692,13417.18122,26.52450241,374.2828098,767.2166579,177.7287108,42.80699325,7.99037555,16.50375943,230.3617785,251.7098209,497.7742469,7271.385076,13.2777725,420.6890231,10.336409,127.0836644,886235.0391,6.966119637,505636.6176,186.3808148,32.41074685,14.22946543,4.449326273,5.442355487
Sample 196,3,22,3,1736.639683,2204.285801,6182.848894,17498.24064,145.8425283,290.6890031,35.8506449,4413.789811,803.0250731,521.3115291,214.6090849,1653.380364,79.83137931,11307.42625,23.94421797,309.3806184,679.5162204,160.8507878,37.88078342,7.399215085,15.18276286,191.996524,224.1811094,456.323279,7156.943234,10.79710199,420.1714694,10.0983301,127.5871067,931111.6275,7.192605974,635661.3889,162.6899442,34.34651896,12.88283188,4.418468002,4.662249806
Sample 197,3,22,3,3000.175175,2449.445183,6812.765762,20605.85075,157.5656161,311.5654352,35.86449258,4859.903054,851.0623392,598.6784636,233.1964517,1959.396569,79.68851595,11687.09817,30.53275083,316.892989,688.8885564,163.8374349,39.49331164,7.058478244,15.10001923,207.428178,240.634055,470.1521236,7735.767001,12.18282153,420.0090237,10.6281191,127.6392665,190784.648,6.833894078,950894.4154,148.0796854,37.00303477,12.95423338,4.346140405,4.740016493
Sample 198,3,22,3,2316.844105,2676.623932,7214.823097,20828.82365,173.1424523,367.7513578,44.73810608,5166.567636,948.7964049,640.5657476,261.2090493,1950.576742,93.64686749,12927.30322,24.24361585,348.238867,808.7474484,182.0593639,41.08917693,7.706939464,16.70944575,218.5924063,249.9473892,486.2469934,7653.725004,12.46752094,420.1690771,10.4004167,127.1251547,258582.2514,6.622058673,443964.155,158.3979785,37.84841078,13.60425775,4.540452804,5.685495478
Sample 199,3,23,1,2430.484294,2694.490357,7859.526579,23690.2105,244.3990752,99.4280907,11.15248554,5456.798033,733.5890106,694.0784586,187.1189234,2466.019402,120.5911968,11502.78012,30.57030011,279.2982652,770.173891,184.5537745,37.97980127,7.771210113,8.19279939,218.9674783,245.3990831,488.5395764,9822.454337,13.41267255,420.2063878,10.92805243,127.8652617,897865.6848,6.356031167,60018.81978,187.1846095,39.48569112,14.36851606,4.459343939,4.873133059
